city,countyOrParish,stateOrProvince,address,shortAddress
Guilderland,Albany,NY,"2059 Rosedale Way, Guilderland, NY 12303",2059 Rosedale Way
Glens Falls,Warren,NY,"21 Staple Street, Glens Falls, NY 12801",21 Staple Street
Lake Luzerne,Warren,NY,"434 Old Stage Road, Lake Luzerne, NY 12846",434 Old Stage Road
Guilderland,Albany,NY,"1221 Alexander Court, Guilderland, NY 12009",1221 Alexander Court
Rotterdam,Schenectady,NY,"633 Alexander Drive, Rotterdam, NY 12150",633 Alexander Drive
Queensbury,Warren,NY,"17 Centennial Drive, Queensbury, NY 12804",17 Centennial Drive
Perth,Fulton,NY,"682 Midline Road, Perth, NY 12010",682 Midline Road
Albany,Albany,NY,"420 Broadway, Albany, NY 12207",420 Broadway
Albany,Albany,NY,"200 Marion Avenue, Albany, NY 12208",200 Marion Avenue
Wilton,Saratoga,NY,"84 Claire Pass, Wilton, NY 12866",84 Claire Pass
Clifton Park,Saratoga,NY,"398 Vischer Ferry Road, Clifton Park, NY 12065",398 Vischer Ferry Road
Guilderland,Albany,NY,"99 Vaughn Drive, Guilderland, NY 12203",99 Vaughn Drive
Rotterdam,Schenectady,NY,"903 Old Mariaville Road, Rotterdam, NY 12306",903 Old Mariaville Road
Schenectady,Schenectady,NY,"813 Stanley Street, Schenectady, NY 12307",813 Stanley Street
Nassau,Rensselaer,NY,"6665 State Route 66, Nassau, NY 12062",6665 State Route 66
Milton,Saratoga,NY,"51 N Milton Road, Milton, NY 12866",51 N Milton Road
Colonie,Albany,NY,"25 Valleywood Drive, Colonie, NY 12309",25 Valleywood Drive
Albany,Albany,NY,"403 Hackett Boulevard, Albany, NY 12208",403 Hackett Boulevard
Broadalbin,Fulton,NY,"129 Chase Road, Broadalbin, NY 12025",129 Chase Road
"Saratoga Springs, Inside",Saratoga,NY,"229 Grand Avenue, Saratoga Springs, Inside, NY 12866",229 Grand Avenue
Glenville,Schenectady,NY,"130 Maplewood Drive, Glenville, NY 12302",130 Maplewood Drive
Niskayuna,Schenectady,NY,"909 Ash Tree Lane, Niskayuna, NY 12309",909 Ash Tree Lane
Halfmoon,Saratoga,NY,"139 Monmouth Way, 139, Halfmoon, NY 12065","139 Monmouth Way, 139"
Chatham,Columbia,NY,"1582 State Route 203, Chatham, NY 12037",1582 State Route 203
Charlton,Saratoga,NY,"1560 Division Street, Charlton, NY 12010",1560 Division Street
Saratoga Springs,Saratoga,NY,"8 Sydney Hill Road, Saratoga Springs, NY 12866",8 Sydney Hill Road
Albany,Albany,NY,"4 Buttercup Lane, Albany, NY 12211",4 Buttercup Lane
Guilderland,Albany,NY,"28 Chapman Drive, Guilderland, NY 12203",28 Chapman Drive
Bethlehem,Albany,NY,"137 Maple Avenue, Bethlehem, NY 12158",137 Maple Avenue
Albany,Albany,NY,"27 Fullerton Street, Albany, NY 12209",27 Fullerton Street
Rotterdam,Schenectady,NY,"264 Rotterdam Street, Rotterdam, NY 12306",264 Rotterdam Street
Hoosick Falls,Rensselaer,NY,"73 Elm Street, Hoosick Falls, NY 12090",73 Elm Street
Saratoga,Saratoga,NY,"176 Haas Road, Saratoga, NY 12871",176 Haas Road
Troy,Rensselaer,NY,"6 Franklin Place, 2A, Troy, NY 12180","6 Franklin Place, 2A"
Amsterdam,Montgomery,NY,"10 Brandt Place, Amsterdam, NY 12010",10 Brandt Place
Queensbury,Warren,NY,"15 Hyde Court, Queensbury, NY 12804",15 Hyde Court
Broadalbin,Fulton,NY,"L31-32 Pelcher Road, Broadalbin, NY 12025",L31-32 Pelcher Road
Schenectady,Schenectady,NY,"1023 Barrett Street, 2R, Schenectady, NY 12305","1023 Barrett Street, 2R"
Bethlehem,Albany,NY,"82 Creble Road, Bethlehem, NY 12158",82 Creble Road
Chester,Warren,NY,"L17 OFF Vanderwalker Road, Chester, NY 12817",L17 OFF Vanderwalker Road
East Greenbush,Rensselaer,NY,"580 Columbia Turnpike, 308, East Greenbush, NY 12061","580 Columbia Turnpike, 308"
Westerlo,Albany,NY,"24 Kowal Lane, Westerlo, NY 12193",24 Kowal Lane
Warrensburg,Warren,NY,"261 River Street, Warrensburg, NY 12885",261 River Street
Schuylerville,Saratoga,NY,"184 Coveville (Route 69) Road, Schuylerville, NY 12871",184 Coveville (Route 69) Road
Niskayuna,Schenectady,NY,"715 Hampshire Seat, Niskayuna, NY 12309",715 Hampshire Seat
Albany,Albany,NY,"114 Hackett Boulevard, Albany, NY 12209",114 Hackett Boulevard
Utica,Oneida,NY,"629 Lansing Street, Utica, NY 13501",629 Lansing Street
"Saratoga Springs, Inside",Saratoga,NY,"99 Woodlawn Avenue, D, Saratoga Springs, Inside, NY 12866","99 Woodlawn Avenue, D"
Troy,Rensselaer,NY,"785 River Street, Troy, NY 12180",785 River Street
Colonie,Albany,NY,"594 Albany Shaker Road, Colonie, NY 12211",594 Albany Shaker Road
Guilderland,Albany,NY,"815 Waldens Pond Road, Guilderland, NY 12203",815 Waldens Pond Road
Sharon,Schoharie,NY,"114 Jones Road, Sharon, NY 13459",114 Jones Road
Colonie,Albany,NY,"15 Holland Avenue, Colonie, NY 12205",15 Holland Avenue
Wilton,Saratoga,NY,"23 Challedon Drive, Wilton, NY 12831",23 Challedon Drive
Bethlehem,Albany,NY,"111 Read Road, Bethlehem, NY 12077",111 Read Road
Ticonderoga,Essex,NY,"73 River Road, Ticonderoga, NY 12883",73 River Road
Broadalbin,Fulton,NY,"141 Shady Bay Lane, Broadalbin, NY 12025",141 Shady Bay Lane
Gilboa,Schoharie,NY,"195 Potter Mtn Road, Gilboa, NY 12076",195 Potter Mtn Road
Glenville,Schenectady,NY,"581 Rector Road, Glenville, NY 12302",581 Rector Road
Niskayuna,Schenectady,NY,"1079 Winne Road, Niskayuna, NY 12309",1079 Winne Road
Glens Falls,Warren,NY,"9 William Street, Glens Falls, NY 12801",9 William Street
Cohoes,Albany,NY,"65 Park Avenue, Cohoes, NY 12047",65 Park Avenue
Colonie,Albany,NY,"30 Dogwood Lane, Colonie, NY 12211",30 Dogwood Lane
Wilton,Saratoga,NY,"32 Cannon Royal Drive, Wilton, NY 12866",32 Cannon Royal Drive
Rotterdam,Schenectady,NY,"76 Putnam Road, Rotterdam, NY 12306",76 Putnam Road
Amsterdam,Montgomery,NY,"53 Hibbard Street, Amsterdam, NY 12010",53 Hibbard Street
Colonie,Albany,NY,"12 Loralee Drive, Colonie, NY 12205",12 Loralee Drive
Durham,Greene,NY,"7080 Route 81, Durham, NY 12423",7080 Route 81
Milton,Saratoga,NY,"1 Hunter Court, Milton, NY 12020",1 Hunter Court
Hannibal,Oswego,NY,"L8.02 Gifford Road, Hannibal, NY 13074",L8.02 Gifford Road
Fort Edward,Washington,NY,"6 Bradley Avenue, Fort Edward, NY 12828",6 Bradley Avenue
Guilderland,Albany,NY,"811 Waldens Pond Road, Guilderland, NY 12203",811 Waldens Pond Road
Niskayuna,Schenectady,NY,"2760 Troy-Schenectady Road, Niskayuna, NY 12309",2760 Troy-Schenectady Road
Cobleskill,Schoharie,NY,"2668 State Route 7, Cobleskill, NY 12043",2668 State Route 7
Delanson,Schenectady,NY,"L4 Skyline Drive, Delanson, NY 12053",L4 Skyline Drive
Halfmoon,Saratoga,NY,"73 Cooks Court Court, Halfmoon, NY 12188",73 Cooks Court Court
Middleburgh,Schoharie,NY,"112 Rickard Road, Middleburgh, NY 12157",112 Rickard Road
Rotterdam,Schenectady,NY,"2139 Robinwood Avenue, Rotterdam, NY 12306",2139 Robinwood Avenue
New Baltimore,Greene,NY,"991 Deans Mill Road, New Baltimore, NY 12143",991 Deans Mill Road
Niskayuna,Schenectady,NY,"2188 The Plaza, Niskayuna, NY 12309",2188 The Plaza
Ballston Spa,Saratoga,NY,"15 Crestline Drive, Ballston Spa, NY 12020",15 Crestline Drive
Ballston Spa,Saratoga,NY,"49 Mallory Way, Ballston Spa, NY 12020",49 Mallory Way
Milton,Saratoga,NY,"17 Old Glory Lane, Milton, NY 12020",17 Old Glory Lane
Taghkanic,Columbia,NY,"196 Stone Jug Road, Taghkanic, NY 12521",196 Stone Jug Road
Ballston,Saratoga,NY,"182 Kingsley Road, Apartment 2B, Ballston, NY 12027","182 Kingsley Road, Apartment 2B"
Guilderland,Albany,NY,"157 Kennewyck Circle, Guilderland, NY 12159",157 Kennewyck Circle
Clifton Park,Saratoga,NY,"23 W Sky Lane, Clifton Park, NY 12065",23 W Sky Lane
Poestenkill,Rensselaer,NY,"651 Snyders Corners Road, Poestenkill, NY 12140",651 Snyders Corners Road
Niskayuna,Schenectady,NY,"1202 S Country Club Drive, Niskayuna, NY 12309",1202 S Country Club Drive
Wilton,Saratoga,NY,"12 Eastpointe Drive, Wilton, NY 12866",12 Eastpointe Drive
Clifton Park,Saratoga,NY,"6 Southcrest Drive, Clifton Park, NY 12065",6 Southcrest Drive
Gloversville,Fulton,NY,"63 W Pine Street, Gloversville, NY 12078",63 W Pine Street
Pittstown,Rensselaer,NY,"573 Otter Creek Road, Pittstown, NY 12094",573 Otter Creek Road
Troy,Rensselaer,NY,"12 Madison Avenue, Troy, NY 12180",12 Madison Avenue
Halfmoon,Saratoga,NY,"11 Sally Street, Halfmoon, NY 12118",11 Sally Street
Schenectady,Schenectady,NY,"561 Clarendon Street, Schenectady, NY 12308",561 Clarendon Street
Bolton,Warren,NY,"550 New Vermont Road, Bolton, NY 12814",550 New Vermont Road
Queensbury,Warren,NY,"28 Jenkinsville Road, Queensbury, NY 12804",28 Jenkinsville Road
Menands,Albany,NY,"3 Pateman Circle, Menands, NY 12204",3 Pateman Circle
Rotterdam,Schenectady,NY,"1793 Mariaville Road, Rotterdam, NY 12306",1793 Mariaville Road
Colonie,Albany,NY,"4 E Ford Drive, Colonie, NY 12110",4 E Ford Drive
Amsterdam,Montgomery,NY,"33 Dewitt Street, Amsterdam, NY 12010",33 Dewitt Street
Malta,Saratoga,NY,"8 Emma Lane, Malta, NY 12020",8 Emma Lane
Glens Falls,Warren,NY,"15 New Street, Glens Falls, NY 12801",15 New Street
Milton,Saratoga,NY,"8 Linden Lane, Milton, NY 12020",8 Linden Lane
Ballston,Saratoga,NY,"14 Paddock Place, Ballston, NY 12019",14 Paddock Place
Niskayuna,Schenectady,NY,"205 Vly Pointe Drive, Niskayuna, NY 12309",205 Vly Pointe Drive
Clifton Park,Saratoga,NY,"4 Katherine Terrace, Clifton Park, NY 12065",4 Katherine Terrace
Chester,Warren,NY,"13 Dewey Road, Chester, NY 12860",13 Dewey Road
Rotterdam,Schenectady,NY,"109 Glenville Street, Rotterdam, NY 12306",109 Glenville Street
Ghent,Columbia,NY,"82 County Route 9, Ghent, NY 12075",82 County Route 9
Wilton,Saratoga,NY,"18 Plumas Place, Wilton, NY 12866",18 Plumas Place
Rotterdam,Schenectady,NY,"1022 W Claremont Avenue, Rotterdam, NY 12303",1022 W Claremont Avenue
Wilton,Saratoga,NY,"38 Hearthstone Drive, Wilton, NY 12831",38 Hearthstone Drive
Voorheesville,Albany,NY,"71 Coventry Court, Voorheesville, NY 12186",71 Coventry Court
Albany,Albany,NY,"87 Hollywood Avenue, Albany, NY 12208",87 Hollywood Avenue
Niskayuna,Schenectady,NY,"2332 Niskayuna Drive, Niskayuna, NY 12309",2332 Niskayuna Drive
Coeymans,Albany,NY,"422 Blodgett Hill Road, Coeymans, NY 12143",422 Blodgett Hill Road
Colonie,Albany,NY,"75 Overlook Avenue, Colonie, NY 12110",75 Overlook Avenue
Catskill,Greene,NY,"242 Grove School Road, Catskill, NY 12414",242 Grove School Road
Glenville,Schenectady,NY,"602 Charles Street, Glenville, NY 12302",602 Charles Street
Albany,Albany,NY,"197 Jay Street, Albany, NY 12210",197 Jay Street
Waterford,Saratoga,NY,"32 7th Street, Waterford, NY 12188",32 7th Street
Troy,Rensselaer,NY,"878 3rd Avenue, Troy, NY 12182",878 3rd Avenue
Troy,Rensselaer,NY,"510 Washington Street, Troy, NY 12180",510 Washington Street
Providence,Saratoga,NY,"172 Drager Road, Providence, NY 12074",172 Drager Road
North Greenbush,Rensselaer,NY,"48 Kuhl Boulevard, North Greenbush, NY 12198",48 Kuhl Boulevard
Halfmoon,Saratoga,NY,"6 Wheatfield Way, Halfmoon, NY 12118",6 Wheatfield Way
Colonie,Albany,NY,"73 Vly Road, Colonie, NY 12205",73 Vly Road
Stillwater,Saratoga,NY,"43 Russell Drive, Stillwater, NY 12170",43 Russell Drive
Gloversville,Fulton,NY,"31 E State Street, Gloversville, NY 12078",31 E State Street
Amsterdam,Montgomery,NY,"305 Caroline Street, Amsterdam, NY 12010",305 Caroline Street
Clifton Park,Saratoga,NY,"38 Via Da Vinci, Clifton Park, NY 12065",38 Via Da Vinci
"Saratoga Springs, Inside",Saratoga,NY,"166 Jefferson Street, 4, Saratoga Springs, Inside, NY 12866","166 Jefferson Street, 4"
Mechanicville,Saratoga,NY,"8 Farrell Street, Mechanicville, NY 12118",8 Farrell Street
Greenfield,Saratoga,NY,"331 Porter Corners Road, Greenfield, NY 12859",331 Porter Corners Road
Albany,Albany,NY,"84 N Allen Street, Albany, NY 12203",84 N Allen Street
South Glens Falls,Saratoga,NY,"111 Saratoga Avenue, South Glens Falls, NY 12803",111 Saratoga Avenue
Bethlehem,Albany,NY,"7 Arch Avenue, Bethlehem, NY 12203",7 Arch Avenue
Schenectady,Schenectady,NY,"1563 Grand Boulevard, Schenectady, NY 12309",1563 Grand Boulevard
Bethlehem,Albany,NY,"309 Elsmere Avenue, Bethlehem, NY 12054",309 Elsmere Avenue
East Greenbush,Rensselaer,NY,"578 Columbia Turnpike, 307, East Greenbush, NY 12061","578 Columbia Turnpike, 307"
Colonie,Albany,NY,"10 St Marie Street, Colonie, NY 12303",10 St Marie Street
Guilderland,Albany,NY,"2775 Curry Road, Guilderland, NY 12303",2775 Curry Road
Chester,Warren,NY,"L14 Potter Brook Road, Chester, NY 12817",L14 Potter Brook Road
Amsterdam,Montgomery,NY,"11 Lefferts Street, Amsterdam, NY 12010",11 Lefferts Street
Saratoga Springs,Saratoga,NY,"92 Ballston Avenue, Saratoga Springs, NY 12866",92 Ballston Avenue
Colonie,Albany,NY,"20 Plaske Drive, Colonie, NY 12309",20 Plaske Drive
Saratoga Springs,Saratoga,NY,"74 Weibel Avenue, 11HP218, Saratoga Springs, NY 12866","74 Weibel Avenue, 11HP218"
Berne,Albany,NY,"783 Woodstock Rd Lot 69 Road, Berne, NY 12059",783 Woodstock Rd Lot 69 Road
Hadley,Saratoga,NY,"46 Mountain Road, Hadley, NY 12835",46 Mountain Road
Albany,Albany,NY,"49 Academy Road, Albany, NY 12208",49 Academy Road
Colonie,Albany,NY,"41 Runnel Drive, Colonie, NY 12304",41 Runnel Drive
Albany,Albany,NY,"39 S Lake Avenue, Unit #4, Albany, NY 12203","39 S Lake Avenue, Unit #4"
Glenville,Schenectady,NY,"6 Wilson Drive, Glenville, NY 12302",6 Wilson Drive
Broadalbin,Fulton,NY,"117 Pelcher Lane, Broadalbin, NY 12025",117 Pelcher Lane
Fairfield,Herkimer,NY,"L10 Sunset Lane, Fairfield, NY 13406",L10 Sunset Lane
Rotterdam,Schenectady,NY,"111 Whispering Pines Way, Rotterdam, NY 12306",111 Whispering Pines Way
Waterford,Saratoga,NY,"29 Cooks Court, Waterford, NY 12188",29 Cooks Court
Amsterdam,Montgomery,NY,"230 Florida Ave, Amsterdam, NY 12010",230 Florida Ave
Ballston Spa,Saratoga,NY,"526 Leahy Lane, Ballston Spa, NY 12020",526 Leahy Lane
Scotia,Schenectady,NY,"212 Riverside Avenue, Scotia, NY 12302",212 Riverside Avenue
Schenectady,Schenectady,NY,"1238 Union Street, 4 4, Schenectady, NY 12308","1238 Union Street, 4 4"
Chester,Warren,NY,"6404 Route 9, Chester, NY 12817",6404 Route 9
Schuylerville,Saratoga,NY,"8 Ferry Street, Schuylerville, NY 12871",8 Ferry Street
Salisbury,Herkimer,NY,"371 Emmonsburg Road, Salisbury, NY 13454",371 Emmonsburg Road
Stillwater,Saratoga,NY,"10 Champlain Avenue, Stillwater, NY 12118",10 Champlain Avenue
Hebron,Washington,NY,"376 Pine Hill Road, Hebron, NY 12865",376 Pine Hill Road
Hagaman,Montgomery,NY,"113 McCaffrey Avenue, Hagaman, NY 12086",113 McCaffrey Avenue
Waterford,Saratoga,NY,"44 Clifton Street, Waterford, NY 12188",44 Clifton Street
Altamont,Albany,NY,"131/147 State Route 146, Altamont, NY 12009",131/147 State Route 146
Niskayuna,Schenectady,NY,"2227 Webster Drive, Niskayuna, NY 12309",2227 Webster Drive
Mayfield,Fulton,NY,"143 Pine Tree Way, Mayfield, NY 12078",143 Pine Tree Way
Schenectady,Schenectady,NY,"2751 Campbell Avenue, Schenectady, NY 12306",2751 Campbell Avenue
Albany,Albany,NY,"256 Delaware Avenue, Albany, NY 12209",256 Delaware Avenue
Whitehall,Washington,NY,"11 Adams Street, Whitehall, NY 12887",11 Adams Street
Albany,Albany,NY,"293-295 Church Road, Albany, NY 12222",293-295 Church Road
White Creek,Washington,NY,"L13.9 Owlkill Road, White Creek, NY 12057",L13.9 Owlkill Road
Albany,Albany,NY,"209 Berkshire Boulevard, Albany, NY 12203",209 Berkshire Boulevard
Troy,Rensselaer,NY,"12 Jesse Court, Troy, NY 12180",12 Jesse Court
Speculator,Hamilton,NY,"107 Charlie Brown Lane, Speculator, NY 12164",107 Charlie Brown Lane
Gloversville,Fulton,NY,"73 Park Street, Gloversville, NY 12078",73 Park Street
Moriah,Essex,NY,"189 Raymond Wright Avenue, Moriah, NY 12956",189 Raymond Wright Avenue
Canajoharie,Montgomery,NY,"299 West Ames Road, Canajoharie, NY 13317",299 West Ames Road
Stillwater,Saratoga,NY,"103 Lakepointe Way, Stillwater, NY 12866",103 Lakepointe Way
Ravena,Albany,NY,"164 Main Street, 1, Ravena, NY 12143","164 Main Street, 1"
Troy,Rensselaer,NY,"2265 Old 6th Avenue, Troy, NY 12180",2265 Old 6th Avenue
New Baltimore,Greene,NY,"1286 Aquetuck Road, New Baltimore, NY 12143",1286 Aquetuck Road
East Greenbush,Rensselaer,NY,"13 Lashway Lane, East Greenbush, NY 12061",13 Lashway Lane
Hague,Warren,NY,"811 New Hague Road, Hague, NY 12836",811 New Hague Road
Schenectady,Schenectady,NY,"1057 Lexington Avenue, Schenectady, NY 12302",1057 Lexington Avenue
Schenectady,Schenectady,NY,"802 Harrison Avenue, Schenectady, NY 12306",802 Harrison Avenue
Colonie,Albany,NY,"24 Miller Road, Colonie, NY 12110",24 Miller Road
North Greenbush,Rensselaer,NY,"4 Kent Place, North Greenbush, NY 12198",4 Kent Place
Brunswick,Rensselaer,NY,"290 Plank Road, Brunswick, NY 12182",290 Plank Road
Root,Montgomery,NY,"5071 State Highway 5S, Root, NY 12166",5071 State Highway 5S
Schenectady,Schenectady,NY,"483 Bradford Road, Schenectady, NY 12304",483 Bradford Road
Fort Edward,Washington,NY,"174 N River Road, Fort Edward, NY 12828",174 N River Road
Troy,Rensselaer,NY,"5 Broadway, 302, Troy, NY 12180","5 Broadway, 302"
Bethlehem,Albany,NY,"44 S Helderberg Parkway, Bethlehem, NY 12159",44 S Helderberg Parkway
Saratoga Springs,Saratoga,NY,"32 S Whitney Road, S, Saratoga Springs, NY 12866","32 S Whitney Road, S"
Rotterdam,Schenectady,NY,"40 Merritt Drive, Rotterdam, NY 12306",40 Merritt Drive
Caroga,Fulton,NY,"758 S Shore Rd E Caroga Lake, Caroga, NY 12032",758 S Shore Rd E Caroga Lake
Colonie,Albany,NY,"32 Aspen Road, Colonie, NY 12110",32 Aspen Road
Hadley,Saratoga,NY,"17 Oak Circle, Hadley, NY 12835",17 Oak Circle
Amsterdam,Montgomery,NY,"15-17 High Street, Amsterdam, NY 12010",15-17 High Street
Wilton,Saratoga,NY,"50 Fieldstone Drive, Wilton, NY 12831",50 Fieldstone Drive
Chester,Warren,NY,"94 Clarkson Road, Chester, NY 12817",94 Clarkson Road
Ballston,Saratoga,NY,"275 Middleline Road, Ballston, NY 12020",275 Middleline Road
Schuylerville,Saratoga,NY,"34 Myers Lane, Schuylerville, NY 12871",34 Myers Lane
Saratoga Springs,Saratoga,NY,"74 Weibel Avenue, 11HP405, Saratoga Springs, NY 12866","74 Weibel Avenue, 11HP405"
Malta,Saratoga,NY,"165 Arrow Wood Place, Malta, NY 12020",165 Arrow Wood Place
Bethlehem,Albany,NY,"63 Journey Lane, Bethlehem, NY 12077",63 Journey Lane
Saratoga Springs,Saratoga,NY,"146 High Rock Avenue, Saratoga Springs, NY 12866",146 High Rock Avenue
Gloversville,Fulton,NY,"386 Griffis Road, Gloversville, NY 12078",386 Griffis Road
Schenectady,Schenectady,NY,"114 Chiswell Road, Schenectady, NY 12304",114 Chiswell Road
Guilderland,Albany,NY,"7 Camp Terrace, Guilderland, NY 12203",7 Camp Terrace
Malta,Saratoga,NY,"25 Wiggins Drive, Malta, NY 12020",25 Wiggins Drive
Watervliet,Albany,NY,"614 19th Street, Watervliet, NY 12189",614 19th Street
Warrensburg,Warren,NY,"36 Woodward Avenue, Warrensburg, NY 12885",36 Woodward Avenue
Mexico,Oswego,NY,"253 George Road, Mexico, NY 13114",253 George Road
Thurman,Warren,NY,"L4 River Road, Thurman, NY 12885",L4 River Road
Troy,Rensselaer,NY,"5 Broadway, 200, Troy, NY 12180","5 Broadway, 200"
Glenville,Schenectady,NY,"33 Joyous Lane, Glenville, NY 12302",33 Joyous Lane
Schaghticoke,Rensselaer,NY,"13 Ribbon Candy Lane, Schaghticoke, NY 12182",13 Ribbon Candy Lane
Rotterdam,Schenectady,NY,"685 Mariaville Road, Rotterdam, NY 12306",685 Mariaville Road
Moreau,Saratoga,NY,"12 Laurel Road, Moreau, NY 12828",12 Laurel Road
Coxsackie,Greene,NY,"327 Kings Road, Coxsackie, NY 12051",327 Kings Road
Stillwater,Saratoga,NY,"15 Olympia Court, Stillwater, NY 12118",15 Olympia Court
Queensbury,Warren,NY,"36 Wooden Lane, Queensbury, NY 12804",36 Wooden Lane
Warrensburg,Warren,NY,"7 Meadowlark Lane, Warrensburg, NY 12885",7 Meadowlark Lane
Rotterdam,Schenectady,NY,"2137 Van Wormer Road, Rotterdam, NY 12303",2137 Van Wormer Road
Charlton,Saratoga,NY,"33 Western Avenue, Charlton, NY 12010",33 Western Avenue
Cobleskill,Schoharie,NY,"115 Mallard Lane, Cobleskill, NY 12043",115 Mallard Lane
Bethlehem,Albany,NY,"513 Bridge Street, Bethlehem, NY 12158",513 Bridge Street
Colonie,Albany,NY,"32 W Skyview Drive, Colonie, NY 12047",32 W Skyview Drive
Whitehall,Washington,NY,"28 School Street, Whitehall, NY 12887",28 School Street
Westerlo,Albany,NY,"L23 Cty Rte 403, Westerlo, NY 12083",L23 Cty Rte 403
Schenectady,Schenectady,NY,"2336 Turner Avenue, Schenectady, NY 12306",2336 Turner Avenue
Guilderland,Albany,NY,"1833 Western Avenue, Guilderland, NY 12203",1833 Western Avenue
Mayfield,Fulton,NY,"180 Mariners Road, Mayfield, NY 12078",180 Mariners Road
Saratoga Springs,Saratoga,NY,"26 Walter Drive, Saratoga Springs, NY 12866",26 Walter Drive
Lake Luzerne,Warren,NY,"508 Lake Avenue, Lake Luzerne, NY 12846",508 Lake Avenue
Albany,Albany,NY,"1823 Western Avenue, Albany, NY 12203",1823 Western Avenue
North Greenbush,Rensselaer,NY,"95 Whiteview Road, North Greenbush, NY 12198",95 Whiteview Road
Hudson Falls,Washington,NY,"17 Notre Dame Street, Hudson Falls, NY 12839",17 Notre Dame Street
North Greenbush,Rensselaer,NY,"102 Brison Avenue, North Greenbush, NY 12180",102 Brison Avenue
Whitehall,Washington,NY,"3778 County Rte 21, Whitehall, NY 12887",3778 County Rte 21
Kinderhook,Columbia,NY,"33 Mountain View Drive, Kinderhook, NY 12184",33 Mountain View Drive
Schenectady,Schenectady,NY,"111 Victory Avenue, Schenectady, NY 12307",111 Victory Avenue
Hudson,Columbia,NY,"4401 State Route 23, Hudson, NY 12534",4401 State Route 23
Queensbury,Warren,NY,"43 Bennett Road, Queensbury, NY 12804",43 Bennett Road
Colonie,Albany,NY,"24 Utica Avenue, Colonie, NY 12110",24 Utica Avenue
Kinderhook,Columbia,NY,"33 Fischer Extension, Kinderhook, NY 12106",33 Fischer Extension
Menands,Albany,NY,"9 Park Drive, Menands, NY 12204",9 Park Drive
Albany,Albany,NY,"424-426 Hudson Ave, Albany, NY 12203",424-426 Hudson Ave
